"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin","folds"
"647",646,1598,1,"8/12/2019","CMU",2019,9,"Confirmed",125,"NV","Cly/Slt",11,0,100,0,30,"percent_cover",0,0,0,70,0,0,0,70,"Point St. Ignace Wetland","Mackinac","J. Dybiec","D. Mokris",1,0,162,18,381,30,"Transect 1: No pics for submergent The plant is Riccia fluitans, not Riccia sp. DAA 02-27-2020, Transect 2: No pics for submergent; detritus in submergent was all dead Potamogeton , Transect 3: No pic at point 1088; north of emergent zone was large stand",139,2840.287785,2920.353516,578.0209961,14848.09961,2921.350098,675378.3443,5079385.056,0,0.7,0,3
"648",647,1598,1,"8/15/2017","CMU",2017,2,"Excellent",0,"Dry","Pb/Cb/Bld",10,0,100,20,90,"percent_cover",0,0,0,3,0,0,0,3,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,185,40,335,0,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,2659.023668,2394.095459,533.7459717,12271,2813.01001,675340.9951,5079636.735,0,0.03,0,3
"649",648,1598,1,"8/15/2017","CMU",2017,3,"Excellent",5,"NV","Pb/Cb/Bld",25,27,73,30,90,"percent_cover",0,0,0,5,0,0,0,5,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,185,40,335,0,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,2665.804309,2394.095459,533.7459717,12271,2813.01001,675341.085,5079628.065,0,0.05,0,3
"650",649,1598,1,"8/15/2017","CMU",2017,4,"Excellent",5,"V","Cly/Slt",35,61,39,25,80,"percent_cover",0,0,0,10,10,0,0,20,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,185,40,335,0,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,2671.821309,2394.095459,533.7459717,12271,2813.01001,675341.7027,5079619.965,0,0.2,0,3
"651",650,1598,1,"8/15/2017","CMU",2017,5,"Excellent",10,"NV","Cly/Slt",40,6,94,35,90,"percent_cover",0,0,0,5,45,0,0,50,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,185,40,335,0,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,2678.046585,2394.095459,533.7459717,12271,2813.01001,675341.4537,5079612.286,0,0.5,0,3
"652",651,1598,1,"8/15/2017","CMU",2017,6,"Good",55,"NV","Cly/Slt",24,25,75,15,60,"percent_cover",0,0,0,15,0,0,0,15,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,185,40,335,0,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,2702.373863,2392.646484,532.8439941,12259.90039,2812.080078,675354.0923,5079572.059,0,0.15,0,3
"653",652,1598,1,"8/15/2017","CMU",2017,7,"Good",56,"NV","Sand",79,46,54,3,65,"percent_cover",0,0,0,20,0,0,0,20,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,185,40,335,0,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,2732.76027,2540.730225,556.0100098,12997.2002,2912.030029,675383.9096,5079512.416,0,0.2,0,3
"654",653,1598,1,"8/15/2017","CMU",2017,8,"Good",100,"NV","Pb/Cb/Bld",4,12,88,3,10,"percent_cover",0,0,0,25,0,0,0,25,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,185,40,335,0,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,2772.373454,2886.125732,576.3270264,14721.2998,2966.320068,675405.6848,5079448.653,0,0.25,0,3
"655",654,1598,1,"8/15/2017","CMU",2017,9,"Good",104,"V","Pb/Cb/Bld",0,92,8,0,15,"percent_cover",0,0,0,6,0,0,0,6,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,185,40,335,0,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,2830.46175,3097.733398,589.1920166,15754.09961,2920.080078,675408.6604,5079376.463,0,0.06,0,3
"656",655,1598,1,"8/3/2021","CMU",2021,2,"Confirmed",0,"Dry","Cly/Slt",0,57,43,2,0.5,"percent_cover",0,0,0,0,6,0,0,6,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,162,18,340,21,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,2637.18165,2394.095459,533.7459717,12271,2813.01001,675372.7687,5079639.747,0,0.06,0,3
"657",656,1598,1,"8/3/2021","CMU",2021,4,"Confirmed",2,"V","Cly/Slt",0,30,70,0,100,"percent_cover",0,0,0,0,1,0,0,1,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,162,18,340,21,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,2642.150354,2331.139404,536.4089966,11989.40039,2873.899902,675373.4263,5079632.983,0,0.01,0,3
"658",657,1598,1,"8/3/2021","CMU",2021,5,"Confirmed",12,"V","Cly/Slt",9,49,51,3,100,"percent_cover",0,0,0,0,20,0,0,20,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,162,18,340,21,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,2645.207204,2331.139404,536.4089966,11989.40039,2873.899902,675373.0611,5079629.414,0,0.2,0,3
"659",658,1598,1,"8/3/2021","CMU",2021,6,"Confirmed",66,"NV","Sand",43,61,39,67,100,"percent_cover",0,0,0,38,0,0,0,38,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,162,18,340,21,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,2679.457943,2383.89624,546.9879761,12220.7998,2935.100098,675389.6214,5079574.177,0,0.38,0,3
"660",659,1598,1,"8/3/2021","CMU",2021,7,"Confirmed",79,"V","Sand",1,0,100,0,5,"percent_cover",0,0,0,1,0,0,0,1,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,162,18,340,21,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,2726.43963,2540.730225,556.0100098,12997.2002,2912.030029,675386.1436,5079518.594,0,0.01,0,3
"661",660,1598,1,"8/3/2021","CMU",2021,8,"Confirmed",90,"V","Sand",11,28,72,2,100,"percent_cover",0,0,0,67,0,0,0,67,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,162,18,340,21,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,2769.912776,2886.125732,576.3270264,14721.2998,2966.320068,675390.1416,5079462.445,0,0.67,0,3
"662",661,1598,1,"8/3/2021","CMU",2021,9,"Confirmed",84,"V","Sand",5,76,24,0,30,"percent_cover",0,0,0,4,0,0,0,4,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,162,18,340,21,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,2813.018959,2987.48999,583.4689941,15233.59961,2953.800049,675395.854,5079406.122,0,0.04,0,3
"663",662,1598,2,"7/13/2020","CMU",2020,4,"Confirmed",49,"V","Cly/Slt",9,4,96,15,100,"percent_cover",0,0,0,4,0,0,0,4,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,143,47,262,81,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3094.013062,118.2360001,8.25562,633.9799805,56.3452988,674907.9574,5079432.695,0,0.04,0,3
"664",663,1598,2,"7/13/2020","CMU",2020,5,"Confirmed",49,"V","Cly/Slt",16,20,80,30,70,"percent_cover",0,0,0,10,0,0,0,10,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,143,47,262,81,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3093.274109,118.2360001,8.25562,633.9799805,56.3452988,674914.0678,5079428.198,0,0.1,0,3
"665",664,1598,2,"7/13/2020","CMU",2020,6,"Confirmed",90,"V","Cly/Slt",5,53,47,9,100,"percent_cover",0,0,0,47,0,0,0,47,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,143,47,262,81,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3107.253006,146.8602448,8.8203297,803.4500122,57.7501984,674940.3482,5079386.354,0,0.47,0,3
"666",665,1598,2,"7/13/2020","CMU",2020,7,"Confirmed",92,"V","Cly/Slt",12,42,58,4,100,"percent_cover",0,0,0,57,0,0,0,57,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,143,47,262,81,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3116.305651,87.69924927,5.7617998,475.9960022,47.9323997,674966.8133,5079351.742,0,0.57,0,3
"667",666,1598,2,"7/21/2011","OSU",2011,4,"Excellent",2,"V","Cly/Slt",0,6,23,3,85,"percent_cover",0,0,0,1,0,0,0,1,"Point St. Ignace Wetland","Mackinac","T. Lemein","C. Webster",1,0,160,62,172,33,"Zones and Quadrats were left marked with flagging tape for review except for submerged quadrats since there were no plants on which to flag., Transect 2: Start waypoint 898 marks beginning of transect. Large Typha sp. patch is not included as part of the",139,3094.98955,2586.641602,556.3430176,12639.40039,2490.530029,675012.8048,5079341.144,0,0.01,0,3
"668",667,1598,2,"7/7/2016","CMU",2016,6,"Excellent",12,"V","Sand",54,46.5,53.5,25,95,"percent_cover",0,0,0,25,0,0,0,25,"Point St. Ignace Wetland","Mackinac","W. vanWijnen","T. Grossmann",1,0,153,0,375,38,"T1: No Meadow., T2: Typha goes all the way to tree line, no meadow., T3: No meadow, trees at roadside, DAA EDITS: Points 1 and 2 of transect 1 should be wet meadow, making the zone about 100m wide, and reducing Emergent to about 140 m wide. For transect",139,3013.579726,112.0449982,6.8825202,591.822998,58.8468018,674998.7328,5079459.719,0,0.25,0,3
"669",668,1598,2,"7/7/2016","CMU",2016,7,"Excellent",18,"V","Cly/Slt",30,11,89,30,95,"percent_cover",0,0,0,40,0,0,0,40,"Point St. Ignace Wetland","Mackinac","W. vanWijnen","T. Grossmann",1,0,153,0,375,38,"T1: No Meadow., T2: Typha goes all the way to tree line, no meadow., T3: No meadow, trees at roadside, DAA EDITS: Points 1 and 2 of transect 1 should be wet meadow, making the zone about 100m wide, and reducing Emergent to about 140 m wide. For transect",139,3021.589347,100.144249,7.32161,539.6149902,57.149601,675044.1042,5079410.521,0,0.4,0,3
"670",669,1598,2,"7/7/2016","CMU",2016,9,"Excellent",56,"V","Cly/Slt",36,37,63,2,45,"percent_cover",0,0,4,0,0,0,0,0,"Point St. Ignace Wetland","Mackinac","W. vanWijnen","T. Grossmann",1,0,153,0,375,38,"T1: No Meadow., T2: Typha goes all the way to tree line, no meadow., T3: No meadow, trees at roadside, DAA EDITS: Points 1 and 2 of transect 1 should be wet meadow, making the zone about 100m wide, and reducing Emergent to about 140 m wide. For transect",139,3056.265629,2949.91748,562.9749756,14608.90039,2496.340088,675136.4794,5079292.934,0,0,0,3
"671",670,1598,2,"8/12/2019","CMU",2019,6,"Confirmed",84,"NV","Sand",16,60,40,24,70,"percent_cover",0,0,0,5,35,0,0,40,"Point St. Ignace Wetland","Mackinac","J. Dybiec","D. Mokris",1,0,142,28,48,30,"Transect 1: No pics for submergent The plant is Riccia fluitans, not Riccia sp. DAA 02-27-2020, Transect 2: No pics for submergent; detritus in submergent was all dead Potamogeton , Transect 3: No pic at point 1088; north of emergent zone was large stand",139,3042.147415,108.9027481,7.1029501,582.8150024,58.4421005,675019.1723,5079404.59,0,0.4,0,3
"672",671,1598,2,"8/12/2019","CMU",2019,10,"Confirmed",125,"V","Cly/Slt",2,68,32,1,1,"percent_cover",0,0,0,30,0,0,0,30,"Point St. Ignace Wetland","Mackinac","J. Dybiec","D. Mokris",1,0,142,28,48,30,"Transect 1: No pics for submergent The plant is Riccia fluitans, not Riccia sp. DAA 02-27-2020, Transect 2: No pics for submergent; detritus in submergent was all dead Potamogeton , Transect 3: No pic at point 1088; north of emergent zone was large stand",139,3058.545982,3352.23877,618.1820068,16732.59961,2814.379883,675271.5434,5079193.79,0,0.3,0,3
"673",672,1598,2,"8/16/2017","CMU",2017,1,"Excellent",30,"NV","Cly/Slt",40,69,31,15,85,"percent_cover",0,0,0,5,5,0,0,10,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,180,87,160,120,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,3062.486525,118.2360001,8.25562,633.9799805,56.3452988,674928.4959,5079456.625,0,0.1,0,3
"674",673,1598,2,"8/16/2017","CMU",2017,3,"Excellent",40,"NV","Cly/Slt",35,5,95,10,90,"percent_cover",0,0,0,5,1,0,0,6,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,180,87,160,120,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,3090.47934,118.2360001,8.25562,633.9799805,56.3452988,674926.7136,5079420.66,0,0.06,0,3
"675",674,1598,2,"8/16/2017","CMU",2017,5,"Excellent",40,"NV","Cly/Slt",10,63,37,7,90,"percent_cover",0,0,0,5,2,0,0,7,"Point St. Ignace Wetland","Mackinac","J. Dybiec","J. Micheaux",1,0,180,87,160,120,"T.1. Submergent too deep to sample, T.2. pt. 7 = root mass, T.3. Submergent narrow sampled",139,3115.038632,474.1847534,112.6460037,2509.139893,688.565979,674927.0238,5079387.645,0,0.07,0,3
"676",675,1598,2,"8/3/2021","CMU",2021,1,"Confirmed",6,"V","Cly/Slt",5,50,50,30,95,"percent_cover",0,0,0,0,3,0,0,3,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,142,24,269,39,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,3063.678495,118.2360001,8.25562,633.9799805,56.3452988,674921.0468,5079461.752,0,0.03,0,3
"677",676,1598,2,"8/3/2021","CMU",2021,2,"Confirmed",4,"V","Cly/Slt",12,33,67,5,100,"percent_cover",0,0,0,0,28,0,0,28,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,142,24,269,39,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,3067.02017,118.2360001,8.25562,633.9799805,56.3452988,674922.0545,5079456.332,0,0.28,0,3
"678",677,1598,2,"8/3/2021","CMU",2021,3,"Confirmed",4,"V","Cly/Slt",10,50,50,15,100,"percent_cover",0,0,0,0,4,0,0,4,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,142,24,269,39,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,3068.545426,118.2360001,8.25562,633.9799805,56.3452988,674925.2238,5079451.418,0,0.04,0,3
"679",678,1598,2,"8/3/2021","CMU",2021,4,"Confirmed",2,"V","Cly/Slt",8,70,30,80,80,"percent_cover",0,0,0,0,5,0,0,5,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,142,24,269,39,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,3069.863775,118.2360001,8.25562,633.9799805,56.3452988,674927.5076,5079447.59,0,0.05,0,3
"680",679,1598,2,"8/3/2021","CMU",2021,6,"Confirmed",48,"V","Cly/Slt",28,29,71,5,100,"percent_cover",0,0,0,0,71,0,0,71,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,142,24,269,39,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,3082.583598,115.1019974,4.8712602,625.0880127,38.5471992,674957.5652,5079404.074,0,0.71,0,3
"681",680,1598,2,"8/3/2021","CMU",2021,7,"Confirmed",61,"V","Cly/Slt",29,65,35,1,100,"percent_cover",0,0,0,0,3,0,0,3,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,142,24,269,39,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,3082.54537,87.69924927,5.7617998,475.9960022,47.9323997,674991.9643,5079374.69,0,0.03,0,3
"682",681,1598,2,"8/3/2021","CMU",2021,8,"Confirmed",69,"V","Cly/Slt",15,55,45,4,75,"percent_cover",0,0,0,45,0,0,0,45,"Point St. Ignace Wetland","Mackinac","A. Kneisel","J. Kennedy",1,0,142,24,269,39,"T.2: Standing dead in pt. 4 is dead tree, Typha sp, and Carex sps.,",139,3085.180763,2586.641602,556.3430176,12639.40039,2490.530029,675024.6093,5079344.145,0,0.45,0,3
"683",682,1598,3,"7/13/2020","CMU",2020,1,"Confirmed",38,"V","Cly/Slt",10,5,95,6,100,"percent_cover",0,0,5,0,23,0,0,23,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,130,37,215,20,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3567.173491,852.9747314,153.4839935,4117.109863,764.3010254,674658.1934,5079022.366,0,0.23,0,3
"684",683,1598,3,"7/13/2020","CMU",2020,2,"Confirmed",30,"V","Cly/Slt",10,15,85,7,100,"percent_cover",0,0,4,0,18,0,0,18,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,130,37,215,20,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3568.2277,852.9747314,153.4839935,4117.109863,764.3010254,674661.6575,5079018.016,0,0.18,0,3
"685",684,1598,3,"7/13/2020","CMU",2020,3,"Confirmed",35,"V","Cly/Slt",10,15,85,8,100,"percent_cover",0,0,0,0,20,0,0,20,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,130,37,215,20,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3565.79741,852.9747314,153.4839935,4117.109863,764.3010254,674667.9353,5079015.858,0,0.2,0,3
"686",685,1598,3,"7/13/2020","CMU",2020,4,"Confirmed",35,"V","Cly/Slt",6,10,90,4,100,"percent_cover",0,0,0,0,16,0,0,16,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,130,37,215,20,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3563.272616,852.9747314,153.4839935,4117.109863,764.3010254,674675.0052,5079013.167,0,0.16,0,3
"687",686,1598,3,"7/13/2020","CMU",2020,5,"Confirmed",45,"V","Cly/Slt",10,2,98,3,100,"percent_cover",0,0,0,0,9,0,0,9,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,130,37,215,20,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3563.392683,852.9747314,153.4839935,4117.109863,764.3010254,674680.4231,5079008.427,0,0.09,0,3
"688",687,1598,3,"7/13/2020","CMU",2020,7,"Confirmed",99,"V","Sand",4,99,1,1,40,"percent_cover",0,0,0.5,0,0,0,0,0,"Point St. Ignace Wetland","Mackinac","A. Kneisel","O. Anderson",1,0,130,37,215,20,"T.1: Meadow - swales of silt/clay overlaying sandy sediment, Emergent - More Schoenoplectus acutus on edge of submergent, Trouble reaching bottom with rake in submergent pt 11, T.2: pt.2 - had some overhang from tamarack, pt.4 - woody veg is dying, pt.9",139,3528.842588,756.9279785,116.4660034,3737.02002,624.5939941,674754.2416,5078992.161,0,0,0,3
"689",688,1598,3,"7/21/2011","OSU",2011,5,"Excellent",0,"Dry","Sand",0,54,24,2,20,"percent_cover",0,1,0,0,0,0,0,0,"Point St. Ignace Wetland","Mackinac","T. Lemein","C. Webster",1,0,110,76,91,37,"Zones and Quadrats were left marked with flagging tape for review except for submerged quadrats since there were no plants on which to flag., Transect 2: Start waypoint 898 marks beginning of transect. Large Typha sp. patch is not included as part of the",139,3456.252142,2116.54126,409.0669861,9955.650391,1596.140015,674754.2285,5079086.339,0,0,0,3
"690",689,1598,3,"7/21/2011","OSU",2011,6,"Excellent",0,"Dry","Sand",0,44,31,5,20,"percent_cover",0,1,0,0,0,0,0,0,"Point St. Ignace Wetland","Mackinac","T. Lemein","C. Webster",1,0,110,76,91,37,"Zones and Quadrats were left marked with flagging tape for review except for submerged quadrats since there were no plants on which to flag., Transect 2: Start waypoint 898 marks beginning of transect. Large Typha sp. patch is not included as part of the",139,3447.94132,2116.54126,409.0669861,9955.650391,1596.140015,674774.6084,5079080.131,0,0,0,3
